Date; Title
28-09-2022; 第一屆香港特別行政區政府高級公務員公共管理碩士課程開學典禮
27-09-2022; 行政長官於行政會議前會見傳媒開場發言及答問內容
24-09-2022; 行政長官為「同心．展新」步操大匯演主禮
23-09-2022; 行政長官「應對疫情指導及協調組」記者會答問內容
23-09-2022; 行政長官「應對疫情指導及協調組」記者會開場發言
20-09-2022; 行政長官於行政會議前會見傳媒開場發言及答問內容
19-09-2022; 委任政治助理
19-09-2022; 行政長官委任候選人資格審查委員會成員
17-09-2022; 「一齊企硬　唔take嘢」：全新禁毒宣傳和禁毒大使
16-09-2022; 行政長官辦公室呼籲市民提防偽冒行政長官訪談的詐騙廣告
15-09-2022; 逾1 500名教師於敬師日慶典獲嘉許
13-09-2022; 行政長官於行政會議前會見傳媒開場發言及答問內容
09-09-2022; 警隊博物館活化後正式重啟
09-09-2022; 「金庸展」於武漢揭幕展示金庸武俠世界的魅力
09-09-2022; 行政長官哀悼英女皇伊利沙伯二世逝世
08-09-2022; 行政長官會見傳媒談話全文
06-09-2022; 行政長官於行政會議前會見傳媒開場發言及答問內容
03-09-2022; 第六屆香港特別行政區政府舉行首次維護國家安全委員會會議
03-09-2022; 中國人民抗日戰爭勝利紀念日儀式
02-09-2022; 特區政府感謝國家支持進一步擴展內地與香港金融市場互聯互通
02-09-2022; 再度委任《截取通訊及監察條例》下的小組法官
01-09-2022; 回應有關檢疫安排的傳媒查詢
01-09-2022; 特區政府積極推展內地與香港的教育交流合作
01-09-2022; 行政長官與廣東省、廣州市和深圳市領導會面
01-09-2022; 2022世界人工智能大會－香港分會場圓滿舉行
01-09-2022; 行政長官會見傳媒談話全文
31-08-2022; 第七屆「一帶一路高峰論壇」今日開幕
31-08-2022; 行政長官會見傳媒談話全文
29-08-2022; 行政長官與新加坡副總理兼經濟政策統籌部長會面
29-08-2022; 行政長官哀悼鄭海泉博士逝世
29-08-2022; 行政長官與國家開發銀行行長會面
27-08-2022; 行政長官出席二○二二年《施政報告》地區諮詢會後會見傳媒談話全文
27-08-2022; 行政長官出席《施政報告》地區諮詢會聽取市民意見
24-08-2022; 委任副局長及政治助理
20-08-2022; 行政長官出席二○二二年《施政報告》地區諮詢會
17-08-2022; 行政長官視察醫管局新冠肺炎治療設施
16-08-2022; 行政長官到訪香港體育學院
14-08-2022; 行政長官哀悼李少光逝世
11-08-2022; 行政長官、政治委任官員及行政會議成員的利益申報
10-08-2022; 行政長官歡迎及支持《台灣問題與新時代中國統一事業》白皮書
08-08-2022; 行政長官「應對疫情指導及協調組」記者會答問內容
08-08-2022; 行政長官「應對疫情指導及協調組」記者會開場發言
08-08-2022; 任命香港特別行政區維護國家安全委員會秘書長
07-08-2022; 行政長官參與「全民運動日2022」鼓勵市民勤做運動
02-08-2022; 行政長官堅決反對並強烈譴責美國眾議長佩洛西竄訪台灣
30-07-2022; 行政長官到訪深水埗區後會見傳媒開場發言及答問內容
30-07-2022; 行政長官就《施政報告》到訪深水埗聽取居民意見
29-07-2022; 行政長官會見傳媒談話全文
29-07-2022; 行政長官就香港體育館嚴重事故發表聲明
28-07-2022; 政府強化抗疫指揮架構
27-07-2022; 行政長官承諾向世界說好香港故事
25-07-2022; 《施政報告》展開諮詢
22-07-2022; 行政長官召開首次抗疫專家顧問團會議
22-07-2022; 委任副局長及政治助理
21-07-2022; 公務員事務局舉辦第四場「國家主席重要講話精神」座談會
20-07-2022; 公務員事務局舉辦第三場「國家主席重要講話精神」座談會
18-07-2022; 行政長官會見傳媒談話全文
13-07-2022; 行政長官出席立法會前廳交流會後會見傳媒談話全文
13-07-2022; 行政長官委任抗疫專家顧問團成員
12-07-2022; 行政長官於行政會議前會見傳媒開場發言及答問內容
11-07-2022; 公務員事務局舉辦第二場「國家主席重要講話精神」座談會
09-07-2022; 行政長官勉勵警員無負國家主席期望
09-07-2022; 行政長官哀悼安倍晉三逝世
07-07-2022; 公務員事務局舉辦「國家主席重要講話精神」座談會
06-07-2022; 慶祝香港特區成立25周年新書《我們的油尖旺故事》出版
06-07-2022; 民政事務總署舉辦的「同鄉文化名勝展」開幕
06-07-2022; 行政長官答問會答問內容
06-07-2022; 行政長官答問會開場發言
05-07-2022; 行政長官與行政會議非官守議員於行政會議前會見傳媒開場發言及答問內容
04-07-2022; 特區政府歡迎建立互換通
01-07-2022; 委任副局長及政治助理
01-07-2022; 行政長官與中宣部副部長、中央廣播電視總台台長兼總編輯會面
01-07-2022; 行政長官會見傳媒談話全文
01-07-2022; 國家主席結束香港行程
01-07-2022; 國家主席會見新任行政長官及行政、立法及司法機構負責人
01-07-2022; 香港特別行政區第六屆政府就職典禮舉行
01-07-2022; 行政長官推出Facebook專頁、Instagram帳戶及微博帳戶
23-12-2023; 行政長官會見傳媒談話全文
21-12-2023; 行政長官歡迎中央公布《前海深港現代服務業合作區總體發展規劃》和《橫琴粵澳深度合作區總體發展規劃》
20-12-2023; 行政長官拜訪發展和改革委員會
19-12-2023; 行政長官在北京拜訪科技部和文化和旅遊部
19-12-2023; 署理行政長官於行政會議前會見傳媒開場發言及答問內容
18-12-2023; 行政長官向國家主席述職後會見傳媒答問內容
18-12-2023; 行政長官向國家主席述職後會見傳媒開場發言
16-12-2023; 行政長官會見傳媒談話全文
15-12-2023; 行政長官前赴北京述職
13-12-2023; 民航處及機管局舉行C919及ARJ21飛機歡迎儀式
12-12-2023; 房委會舉行「跨越半世紀‧安居千萬家」慶典儀式慶祝成立五十周年
12-12-2023; 行政長官與珠海市委書記會面
12-12-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
11-12-2023; 行政長官祝賀第七屆區議會選舉當選議員
11-12-2023; 行政長官在皇仁書院區議會選舉點票站會見傳媒的談話全文
10-12-2023; 行政長官在區議會選舉投票後會見傳媒談話全文
09-12-2023; 選管會主席巡視區議會一般選舉投票站
07-12-2023; 香港與沙特阿拉伯簽署投資推廣合作諒解備忘錄
07-12-2023; 行政長官與世界知識產權組織總幹事會面
06-12-2023; 「InnoHK創新香港研發平台高峰會2023」圓滿舉行
05-12-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
04-12-2023; 特區政府今日舉辦二○二三年「國家憲法日」座談會
03-12-2023; 全港學界國家安全常識挑戰賽啟動禮今舉行
01-12-2023; 中國載人航天工程代表團訪港活動圓滿完成
30-11-2023; 香港金融科技周2023----金融科技新定義，數位化金融與實體經濟的轉型
29-11-2023; 中國載人航天工程代表團出席大匯演
29-11-2023; 政府舉辦港區全國人大代表和港區全國政協委員「完善地區治理體系、重塑區議會」交流會議
29-11-2023; 京港合作會議第五次會議在香港舉行
28-11-2023; 廣華醫院重建計劃第一期大樓舉行開幕典禮
28-11-2023; 中國載人航天工程代表團展開訪港行程
28-11-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
28-11-2023; 中國載人航天工程代表團訪港
25-11-2023; 行政長官辦公室主任、保安局副局長和財政司副司長政治助理會見傳媒開場發言全文
25-11-2023; 行政長官主持二○二三年度勳銜頒授典禮
24-11-2023; 行政長官辦公室主任率政治委任官員在南京考察
24-11-2023; 行政長官檢閱懲教署結業會操
24-11-2023; 行政長官感謝立法會通過《施政報告》致謝議案
24-11-2023; 二○二三年度勳銜頒授典禮明日舉行
23-11-2023; 行政長官主持「區議會選舉籌備工作督導會議」
22-11-2023; 政治委任官員完成在北京研修
21-11-2023; 政治委任官員在北京進行國事研修
21-11-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
20-11-2023; 行政長官哀悼華學佳勳爵逝世
20-11-2023; 香港海運週2023
19-11-2023; 行政長官辦公室主任、商務及經濟發展局副局長和律政司司長政治助理會見傳媒開場發言全文
18-11-2023; 二○二三年撲滅罪行聯席會議圓滿結束
16-11-2023; 行政長官辦公室主任率領政治委任官員赴內地研修及考察
15-11-2023; 行政長官到訪黃大仙區和觀塘區後會見傳媒談話全文
15-11-2023; 行政長官到訪黃大仙區和觀塘區
15-11-2023; 「中國經濟運行與政策」國際論壇圓滿舉行
14-11-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
13-11-2023; 行政長官歡迎杭州第四屆亞洲殘疾人運動會中國香港代表團凱旋返港
08-11-2023; 特首顧問團舉行第二次會議
05-11-2023; 行政長官在上海會見傳媒總結訪問行程談話全文
05-11-2023; 香港積極參與第六屆中國國際進口博覽會
04-11-2023; 行政長官率團展開上海訪問行程
04-11-2023; 行政長官於香港國際機場會見傳媒談話全文
03-11-2023; 行政長官率團訪問上海及出席第六屆中國國際進口博覽會
01-11-2023; 回應傳媒查詢香港特區政府出席亞太經合組織領導人非正式會議事宜
31-10-2023; 香港特區政府將出席在美國舉行的亞太區經濟合作組織領導人非正式會議
31-10-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
31-10-2023; 特區政府今日舉辦「完善地區治理　共創美好社區」研討會
28-10-2023; 行政長官祝賀香港運動員在杭州亞殘運會取得佳績
28-10-2023; 行政長官會見傳媒談話全文
26-10-2023; 《行政長官2023年施政報告》立法會答問會答問內容（二）
26-10-2023; 《行政長官2023年施政報告》立法會答問會答問內容（一）
26-10-2023; 《行政長官2023年施政報告》立法會答問會開場發言
25-10-2023; 《行政長官2023年施政報告》記者會答問內容
25-10-2023; 《行政長官2023年施政報告》記者會開場發言
25-10-2023; 《施政報告》充分發揮社會潛力
25-10-2023; 《施政報告》：建設宜居、智慧和環保之都
25-10-2023; 《施政報告》提出一系列發展經濟、支援營商措施
25-10-2023; 《施政報告》推動香港繁榮穩定
24-10-2023; 特區政府歡迎全國人大常委會通過《中華人民共和國愛國主義教育法》
24-10-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
23-10-2023; 《行政長官2023年施政報告》及相關刊物星期三公開派發
21-10-2023; 「香港周2023@曼谷」今日在泰國揭幕
19-10-2023; 行政長官在北京會見傳媒談話全文
18-10-2023; 高規格香港代表團繼續全面參與第三屆「一帶一路」國際合作高峰論壇
17-10-2023; 行政長官率領香港代表團出席第三屆「一帶一路」國際合作高峰論壇企業家大會
16-10-2023; 行政長官於香港國際機場會見傳媒談話全文
15-10-2023; 行政長官與巴布亞新幾內亞總理會面
14-10-2023; 杭州第19屆亞洲運動會中國香港代表團返港歡迎儀式今日舉行
13-10-2023; 蘇港高層會晤暨蘇港合作協議簽署儀式在香港舉行
13-10-2023; 行政長官率領香港特區代表團赴北京參與第三屆「一帶一路」國際合作高峰論壇
13-10-2023; 再度委任《截取通訊及監察條例》下的小組法官
10-10-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
09-10-2023; 行政長官與泰國總理會面
08-10-2023; 行政長官祝賀香港運動員在杭州亞運會取得佳績
06-10-2023; 泰王國總理訪港
05-10-2023; 行政長官與主要官員接種季節性流感疫苗並呼籲市民及早接種
04-10-2023; 引進重點企業辦公室舉辦重點企業夥伴啟動禮
03-10-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
29-09-2023; 中華人民共和國成立七十四周年慶祝活動
26-09-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
25-09-2023; 行政長官會見傳媒談話全文
25-09-2023; 署理行政長官聯同勞工及福利局局長就尖沙咀致命工作意外和秀茂坪邨命案會見傳媒談話全文
25-09-2023; 行政長官到訪杭州亞運會馬術場館
24-09-2023; 行政長官在杭州觀看亞運會賽事為香港運動員打氣
23-09-2023; 行政長官出席杭州第19屆亞運會開幕式
23-09-2023; 「保安局青少年制服團隊領袖論壇」舉行年度匯報
22-09-2023; 行政長官率團展開杭州訪問行程
21-09-2023; 行政長官與文化和旅遊部部長會面
19-09-2023; 行政長官與中國投資有限責任公司董事長和國際諮詢委員會成員會面
19-09-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
19-09-2023; 行政長官率團出席杭州第19屆亞運會開幕式
19-09-2023; 任命入境事務處處長
17-09-2023; 行政長官到訪元朗區後會見傳媒談話全文
17-09-2023; 行政長官到訪元朗區就《施政報告》聽取市民意見
16-09-2023; 「心繫家國」──國慶慶祝暨聯校國民教育活動啟動禮
15-09-2023; 行政長官到訪荃灣區後會見傳媒談話全文
15-09-2023; 行政長官到訪荃灣區就《施政報告》聽取市民意見
14-09-2023; 行政長官與出席第八屆「一帶一路高峰論壇」的東盟秘書長和「一帶一路」國家政府高層官員見面
13-09-2023; 第八屆「一帶一路高峰論壇」開幕　同賀共建「一帶一路」倡議十周年
13-09-2023; 行政長官感謝國務院副總理在第八屆「一帶一路高峰論壇」發表主旨演講
12-09-2023; 行政長官與出席第八屆「一帶一路高峰論壇」的國資委及央企領導見面
12-09-2023; 行政長官與海南省省長會面
12-09-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
09-09-2023; 政府就石澳道山泥傾瀉事件全力善後
09-09-2023; 啓動公務員「動員機制」加強海葵低壓槽帶來暴雨所致廣泛地區水浸的善後工作
08-09-2023; 行政長官會見傳媒談話全文
08-09-2023; 政府正全力應對多區水浸情況
07-09-2023; 行政長官：科學園深圳分園開幕標誌港深兩地創新科技合作新起點
05-09-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
04-09-2023; 政府高層督導防禦颱風蘇拉 發揮應對及善後能力
03-09-2023; 中國人民抗日戰爭勝利紀念日儀式
29-08-2023; 行政長官歡迎中央公布《河套深港科技創新合作區深圳園區發展規劃》
27-08-2023; 行政長官出席二○二三年《施政報告》地區諮詢會後會見傳媒談話全文
27-08-2023; 行政長官出席二○二三年《施政報告》地區諮詢會聽取市民意見
22-08-2023; 特區政府強烈反對日本福島核污水排放計劃
20-08-2023; 行政長官出席二○二三年《施政報告》地區諮詢會
17-08-2023; 行政長官到訪國際廚藝學院
11-08-2023; 特區政府歡迎推動大宗交易納入互聯互通機制
11-08-2023; 特區政府舉辦「國家主席回信香港學生的重要精神」分享會
09-08-2023; 行政長官與中山市委書記會面
09-08-2023; 行政長官、政治委任官員及行政會議成員年度更新利益申報
07-08-2023; 經港珠澳大橋港澳跨境貨車安排正式實施
06-08-2023; 行政長官於「全民運動日2023」推廣勤做運動信息
01-08-2023; 行政長官與江門市委書記會面
31-07-2023; 《施政報告》展開諮詢
28-07-2023; 行政長官在馬來西亞吉隆坡會見傳媒總結東盟三國訪問行程談話全文
28-07-2023; 行政長官：東盟三國訪問是拓展商機、推廣香港和促進廣泛合作之行
28-07-2023; 美國應履行東道主責任按亞太經合組織常規及一貫做法邀請行政長官出席領導人非正式會議
27-07-2023; 行政長官抵吉隆坡與馬來西亞總理會面
26-07-2023; 行政長官繼續印尼雅加達訪問行程
26-07-2023; 2023年「青年節@HK」活動正式啟動
25-07-2023; 行政長官率團轉抵印尼與印尼總統和東盟秘書長會面
25-07-2023; 行政長官感謝國家主席習近平回信香港培僑中學高一年級全體學生
24-07-2023; 行政長官在新加坡會見傳媒談話全文
24-07-2023; 行政長官率團繼續新加坡訪問行程
23-07-2023; 行政長官率團抵新加坡展開東盟訪問行程
23-07-2023; 行政長官於香港國際機場會見傳媒談話全文
21-07-2023; 行政長官與日本駐港總領事會面　重申高度關注日本福島核廢水排放計劃
20-07-2023; 行政長官率團訪問新加坡、印尼和馬來西亞
19-07-2023; 司法部部長訪港並與律政司司長簽署會談紀要深化人才培養與法律服務交流合作
18-07-2023; 行政長官歡迎董經緯獲任命為中央人民政府駐香港特別行政區維護國家安全公署署長
13-07-2023; 行政長官頒授首屆「行政長官表揚榜」獎狀予特區救援隊
13-07-2023; 行政長官立法會互動交流答問會總結發言
13-07-2023; 行政長官立法會互動交流答問會第二節「法治人才」和「應急安全」互動交流答問內容
13-07-2023; 行政長官立法會互動交流答問會第一節「文化藝術產業發展」互動交流答問內容
13-07-2023; 行政長官立法會互動交流答問會開場發言
11-07-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
08-07-2023; 行政長官簽署《2023年區議會（修訂）條例》
07-07-2023; 行政長官在貴州會見傳媒談話全文
07-07-2023; 行政長官率團出席2023年泛珠三角區域合作行政首長聯席會議
07-07-2023; 署理行政長官頒授卓越教學獎
06-07-2023; 行政長官率團展開訪問貴州行程
06-07-2023; 行政長官歡迎立法會通過《2023年區議會（修訂）條例草案》
04-07-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
04-07-2023; 行政長官率團赴貴陽出席泛珠三角區域合作行政首長聯席會議
29-06-2023; 香港特別行政區成立二十六周年慶祝活動
29-06-2023; 行政長官與中宣部副部長、中央廣播電視總台台長兼總編輯會面
27-06-2023; 行政長官與福建省委書記會面
27-06-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
27-06-2023; 「行政長官表揚榜」首屆由特區救援隊贏得殊榮
26-06-2023; 浙港兩地在香港簽署多項合作協議
26-06-2023; 行政長官與浙江省委書記會面
24-06-2023; 行政長官對楊鐵樑爵士逝世表示哀悼
20-06-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
15-06-2023; 行政長官答謝內地及海外投資者來港設立業務
15-06-2023; 特區政府與國家行政學院簽署高層公務員培訓協議
13-06-2023; 行政長官主持「融入國家發展大局督導組」第三次會議
13-06-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
07-06-2023; 行政長官與國家載人航天工程載荷專家選拔香港候選人會面
06-06-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
03-06-2023; 行政長官會見傳媒談話全文
03-06-2023; 行政長官就荷里活廣場謀殺案發表聲明
31-05-2023; 公務員學院舉辦「2023年度國際形勢和中國外交」專題報告會
30-05-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
29-05-2023; 香港社福開新篇高峰會暨香港社福界心連心大行動成立典禮今日舉行
29-05-2023; 行政長官與山東省省長會面
29-05-2023; 行政長官與湖南省省長會面
29-05-2023; 行政長官與剛果民主共和國總統會面
27-05-2023; 行政長官與菲律賓參議長會面
23-05-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
23-05-2023; 行政長官出席貿發局「粵港合作周」系列活動
22-05-2023; 委任政治助理
18-05-2023; 行政長官立法會互動交流答問會總結發言
18-05-2023; 行政長官立法會互動交流答問會第二節「發展和幸福」互動交流答問內容
18-05-2023; 行政長官與珠海市市長會面
18-05-2023; 行政長官立法會互動交流答問會第一節「安全和穩定」互動交流答問內容
18-05-2023; 行政長官立法會互動交流答問會開場發言
16-05-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
15-05-2023; 行政長官與河南省省長會面
12-05-2023; 行政長官會見傳媒談話全文
11-05-2023; 渝港高層會晤暨渝港合作會議第一次會議在重慶舉行
11-05-2023; 行政長官：香港和重慶合作新機制　兩地發展邁進更高台階
10-05-2023; 行政長官率團展開重慶訪問
09-05-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
09-05-2023; 行政長官率團訪問重慶
02-05-2023; 完善地區治理建議方案記者會答問內容
02-05-2023; 行政長官在完善地區治理建議方案記者會開場發言
02-05-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
01-05-2023; 「港車北上」六月一日起接受申請
28-04-2023; 「開心香港」活動正式啓動
26-04-2023; 行政長官與新疆維吾爾自治區主席會面
25-04-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
24-04-2023; 行政長官會見傳媒總結特區政府及立法會大灣區訪問行程的談話全文
24-04-2023; 行政長官率特區政府及立法會大灣區訪問團結束職務訪問
24-04-2023; 行政長官：大灣區訪問是團結、展現香港積極參與大灣區建設、建立共識之旅
23-04-2023; 行政長官率特區政府及立法會大灣區訪問團於東莞和佛山繼續職務訪問
23-04-2023; 行政長官在佛山會見傳媒談話全文
23-04-2023; 行政長官率特區政府及立法會大灣區訪問團訪問東莞和佛山
22-04-2023; 行政長官率特區政府及立法會大灣區訪問團繼續職務訪問
22-04-2023; 行政長官率特區政府及立法會大灣區訪問團會見傳媒談話全文
22-04-2023; 行政長官率特區政府及立法會大灣區訪問團繼續訪問行程
21-04-2023; 行政長官會見傳媒談話全文
21-04-2023; 行政長官率特區政府及立法會大灣區訪問團在深圳展開四天訪問行程
20-04-2023; 行政長官率特區政府及立法會大灣區訪問團作四天訪問
19-04-2023; 行政長官主持消防處結業會操
18-04-2023; 十三屆全國政協副主席、國務院港澳事務辦公室主任夏寶龍結束六日考察行程
18-04-2023; 行政長官會見傳媒談話全文
17-04-2023; 十三屆全國政協副主席、國務院港澳事務辦公室主任夏寶龍在港第五日考察
16-04-2023; 十三屆全國政協副主席、國務院港澳事務辦公室主任夏寶龍在港第四日考察
15-04-2023; 十三屆全國政協副主席、國務院港澳事務辦公室主任夏寶龍在港第三日考察
15-04-2023; 香港特區舉辦二○二三年「全民國家安全教育日」活動
14-04-2023; 十三屆全國政協副主席、國務院港澳事務辦公室主任夏寶龍在港第二日考察
13-04-2023; 行政長官會見傳媒談話全文
13-04-2023; 十三屆全國政協副主席、國務院港澳事務辦公室主任夏寶龍抵港考察
13-04-2023; 數字經濟峰會引領智慧未來
11-04-2023; 「北部都會區督導委員會」舉行第二次會議
11-04-2023; 十三屆全國政協副主席、國務院港澳事務辦公室主任夏寶龍來港考察
04-04-2023; 行政長官於行政會議前會見傳媒開場發言及答問內容
